,strain,gene,genotype,growth_rate
82721,seg_27A,gene_9595,Wild isolate,5.28242374561404
82722,seg_27A,gene_9609,Wild isolate,5.28242374561404
82723,seg_27A,gene_9622,Wild isolate,5.28242374561404
82724,seg_27A,gene_9635,Lab strain,5.28242374561404
82725,seg_27A,gene_9649,Lab strain,5.28242374561404
82726,seg_27A,gene_9662,Lab strain,5.28242374561404
82727,seg_27A,gene_9675,Lab strain,5.28242374561404
82728,seg_27A,gene_9689,Lab strain,5.28242374561404
82729,seg_27A,gene_9702,Lab strain,5.28242374561404
82730,seg_27A,gene_9715,Lab strain,5.28242374561404
82731,seg_27A,gene_9729,Lab strain,5.28242374561404
82732,seg_27A,gene_9742,Lab strain,5.28242374561404
82733,seg_27A,gene_9755,Lab strain,5.28242374561404
82734,seg_27A,gene_9769,Lab strain,5.28242374561404
82735,seg_27A,gene_9782,Lab strain,5.28242374561404
82736,seg_27A,gene_9795,Lab strain,5.28242374561404
82737,seg_27A,gene_9809,Wild isolate,5.28242374561404
82738,seg_27A,gene_9822,Wild isolate,5.28242374561404
82739,seg_27A,gene_9835,Wild isolate,5.28242374561404
82740,seg_27A,gene_9849,Wild isolate,5.28242374561404
82741,seg_27A,gene_9862,Wild isolate,5.28242374561404
82742,seg_27A,gene_9875,Wild isolate,5.28242374561404
82743,seg_27A,gene_9889,Wild isolate,5.28242374561404
82744,seg_27A,gene_9902,Lab strain,5.28242374561404
82745,seg_27A,gene_9915,Lab strain,5.28242374561404
82746,seg_27A,gene_9929,Lab strain,5.28242374561404
82747,seg_27A,gene_9942,Lab strain,5.28242374561404
82748,seg_27A,gene_9955,Lab strain,5.28242374561404
82749,seg_27A,gene_9969,Lab strain,5.28242374561404
82750,seg_27A,gene_9982,Lab strain,5.28242374561404
82751,seg_27A,gene_9995,Lab strain,5.28242374561404
82752,seg_27A,gene_10009,Lab strain,5.28242374561404
82753,seg_27A,gene_10022,Lab strain,5.28242374561404
82754,seg_27A,gene_10035,Lab strain,5.28242374561404
82755,seg_27A,gene_10049,Lab strain,5.28242374561404
82756,seg_27A,gene_10062,Lab strain,5.28242374561404
82757,seg_27A,gene_10075,Lab strain,5.28242374561404
82758,seg_27A,gene_10089,Lab strain,5.28242374561404
82759,seg_27A,gene_10102,Lab strain,5.28242374561404
82760,seg_27A,gene_10115,Lab strain,5.28242374561404
82761,seg_27A,gene_10129,Lab strain,5.28242374561404
82762,seg_27A,gene_10142,Lab strain,5.28242374561404
82763,seg_27A,gene_10155,Lab strain,5.28242374561404
82764,seg_27A,gene_10168,Lab strain,5.28242374561404
82765,seg_27A,gene_10182,Lab strain,5.28242374561404
82766,seg_27A,gene_10195,Lab strain,5.28242374561404
82767,seg_27A,gene_10208,Lab strain,5.28242374561404
82768,seg_27A,gene_10222,Lab strain,5.28242374561404
82769,seg_27A,gene_10235,Lab strain,5.28242374561404
82770,seg_27A,gene_10248,Lab strain,5.28242374561404
82771,seg_27A,gene_10262,Lab strain,5.28242374561404
82772,seg_27A,gene_10275,Lab strain,5.28242374561404
82773,seg_27A,gene_10288,Lab strain,5.28242374561404
82774,seg_27A,gene_10302,Lab strain,5.28242374561404
82775,seg_27A,gene_10315,Lab strain,5.28242374561404
82776,seg_27A,gene_10328,Lab strain,5.28242374561404
82777,seg_27A,gene_10342,Lab strain,5.28242374561404
82778,seg_27A,gene_10355,Lab strain,5.28242374561404
82779,seg_27A,gene_10368,Lab strain,5.28242374561404
82780,seg_27A,gene_10382,Lab strain,5.28242374561404
82781,seg_27A,gene_10395,Lab strain,5.28242374561404
82782,seg_27A,gene_10408,Lab strain,5.28242374561404
82783,seg_27A,gene_10422,Lab strain,5.28242374561404
82784,seg_27A,gene_10435,Lab strain,5.28242374561404
82785,seg_27A,gene_10448,Lab strain,5.28242374561404
82786,seg_27A,gene_10462,Lab strain,5.28242374561404
82787,seg_27A,gene_10475,Wild isolate,5.28242374561404
82788,seg_27A,gene_10488,Wild isolate,5.28242374561404
82789,seg_27A,gene_10502,Wild isolate,5.28242374561404
82790,seg_27A,gene_10515,Wild isolate,5.28242374561404
82791,seg_27A,gene_10528,Wild isolate,5.28242374561404
82792,seg_27A,gene_10542,Wild isolate,5.28242374561404
82793,seg_27A,gene_10555,Wild isolate,5.28242374561404
82794,seg_27A,gene_10568,Wild isolate,5.28242374561404
82795,seg_27A,gene_10582,Wild isolate,5.28242374561404
82796,seg_27A,gene_10595,Wild isolate,5.28242374561404
82797,seg_27A,gene_10608,Wild isolate,5.28242374561404
82798,seg_27A,gene_10622,Wild isolate,5.28242374561404
82799,seg_27A,gene_10635,Wild isolate,5.28242374561404
82800,seg_27A,gene_10648,Wild isolate,5.28242374561404
82801,seg_27A,gene_10662,Wild isolate,5.28242374561404
82802,seg_27A,gene_10675,Wild isolate,5.28242374561404
82803,seg_27A,gene_10688,Wild isolate,5.28242374561404
82804,seg_27A,gene_10702,Wild isolate,5.28242374561404
82805,seg_27A,gene_10715,Wild isolate,5.28242374561404
82806,seg_27A,gene_10728,Wild isolate,5.28242374561404
82807,seg_27A,gene_10742,Wild isolate,5.28242374561404
82808,seg_27A,gene_10755,Wild isolate,5.28242374561404
82809,seg_27A,gene_10768,Wild isolate,5.28242374561404
82810,seg_27A,gene_10781,Wild isolate,5.28242374561404
82811,seg_27A,gene_10795,Wild isolate,5.28242374561404
82812,seg_27A,gene_10808,Wild isolate,5.28242374561404
82813,seg_27A,gene_10821,Wild isolate,5.28242374561404
82814,seg_27A,gene_10835,Wild isolate,5.28242374561404
82815,seg_27A,gene_10848,Wild isolate,5.28242374561404
82816,seg_27A,gene_10861,Wild isolate,5.28242374561404
82817,seg_27A,gene_10875,Wild isolate,5.28242374561404
82818,seg_27A,gene_10888,Wild isolate,5.28242374561404
82819,seg_27A,gene_10901,Wild isolate,5.28242374561404
82820,seg_27A,gene_10915,Wild isolate,5.28242374561404
82821,seg_27A,gene_10928,Wild isolate,5.28242374561404
82822,seg_27A,gene_10941,Lab strain,5.28242374561404
82823,seg_27A,gene_10955,Wild isolate,5.28242374561404
82824,seg_27A,gene_10968,Wild isolate,5.28242374561404
82825,seg_27A,gene_10981,Wild isolate,5.28242374561404
82826,seg_27A,gene_10995,Wild isolate,5.28242374561404
82827,seg_27A,gene_11008,Wild isolate,5.28242374561404
82828,seg_27A,gene_11021,Wild isolate,5.28242374561404
82829,seg_27A,gene_11035,Wild isolate,5.28242374561404
82830,seg_27A,gene_11048,Wild isolate,5.28242374561404
82831,seg_27A,gene_11061,Wild isolate,5.28242374561404
82832,seg_27A,gene_11075,Wild isolate,5.28242374561404
82833,seg_27A,gene_11088,Wild isolate,5.28242374561404
82834,seg_27A,gene_11101,Wild isolate,5.28242374561404
82835,seg_27A,gene_11115,Wild isolate,5.28242374561404
82836,seg_27A,gene_11128,Wild isolate,5.28242374561404
82837,seg_27A,gene_11141,Wild isolate,5.28242374561404
82838,seg_27A,gene_11155,Wild isolate,5.28242374561404
82839,seg_27A,gene_11168,Wild isolate,5.28242374561404
82840,seg_27A,gene_11181,Wild isolate,5.28242374561404
82841,seg_27A,gene_11195,Wild isolate,5.28242374561404
82842,seg_27A,gene_11208,Wild isolate,5.28242374561404
82843,seg_27A,gene_11221,Wild isolate,5.28242374561404
82844,seg_27A,gene_11235,Wild isolate,5.28242374561404
82845,seg_27A,gene_11248,Wild isolate,5.28242374561404
82846,seg_27A,gene_11261,Wild isolate,5.28242374561404
82847,seg_27A,gene_11275,Wild isolate,5.28242374561404
82848,seg_27A,gene_11288,Wild isolate,5.28242374561404
82849,seg_27A,gene_11301,Wild isolate,5.28242374561404
82850,seg_27A,gene_11315,Wild isolate,5.28242374561404
82851,seg_27A,gene_11328,Wild isolate,5.28242374561404
82852,seg_27A,gene_11341,Wild isolate,5.28242374561404
82853,seg_27A,gene_11355,Wild isolate,5.28242374561404
82854,seg_27A,gene_11368,Wild isolate,5.28242374561404
82855,seg_27A,gene_11381,Wild isolate,5.28242374561404
82856,seg_27A,gene_11395,Wild isolate,5.28242374561404
82857,seg_27A,gene_11408,Wild isolate,5.28242374561404
82858,seg_27A,gene_11421,Wild isolate,5.28242374561404
82859,seg_27A,gene_11434,Wild isolate,5.28242374561404
82860,seg_27A,gene_11448,Wild isolate,5.28242374561404
82861,seg_27A,gene_11461,Wild isolate,5.28242374561404
82862,seg_27A,gene_11474,Wild isolate,5.28242374561404
82863,seg_27A,gene_11488,Wild isolate,5.28242374561404
82864,seg_27A,gene_11501,Wild isolate,5.28242374561404
82865,seg_27A,gene_11514,Wild isolate,5.28242374561404
82866,seg_27A,gene_11528,Wild isolate,5.28242374561404
82867,seg_27A,gene_11541,Wild isolate,5.28242374561404
82868,seg_27A,gene_11554,Wild isolate,5.28242374561404
82869,seg_27A,gene_11568,Wild isolate,5.28242374561404
82870,seg_27A,gene_11581,Wild isolate,5.28242374561404
82871,seg_27A,gene_11594,Wild isolate,5.28242374561404
82872,seg_27A,gene_11608,Wild isolate,5.28242374561404
82873,seg_27A,gene_11621,Wild isolate,5.28242374561404
82874,seg_27A,gene_11634,Wild isolate,5.28242374561404
82875,seg_27A,gene_11648,Wild isolate,5.28242374561404
82876,seg_27A,gene_11661,Wild isolate,5.28242374561404
82877,seg_27A,gene_11674,Wild isolate,5.28242374561404
82878,seg_27A,gene_11688,Wild isolate,5.28242374561404
82879,seg_27A,gene_11701,Wild isolate,5.28242374561404
82880,seg_27A,gene_11714,Wild isolate,5.28242374561404
82881,seg_27A,gene_11728,Wild isolate,5.28242374561404
82882,seg_27A,gene_11741,Wild isolate,5.28242374561404
82883,seg_27A,gene_11754,Wild isolate,5.28242374561404
82884,seg_27A,gene_11768,Wild isolate,5.28242374561404
82885,seg_27A,gene_11781,Wild isolate,5.28242374561404
82886,seg_27A,gene_11794,Wild isolate,5.28242374561404
82887,seg_27A,gene_11808,Wild isolate,5.28242374561404
82888,seg_27A,gene_11821,Wild isolate,5.28242374561404
82889,seg_27A,gene_11834,Wild isolate,5.28242374561404
82890,seg_27A,gene_11848,Wild isolate,5.28242374561404
82891,seg_27A,gene_11861,Lab strain,5.28242374561404
82892,seg_27A,gene_11874,Lab strain,5.28242374561404
82893,seg_27A,gene_11888,Lab strain,5.28242374561404
82894,seg_27A,gene_11901,Lab strain,5.28242374561404
82895,seg_27A,gene_11914,Lab strain,5.28242374561404
82896,seg_27A,gene_11928,Lab strain,5.28242374561404
82897,seg_27A,gene_11941,Lab strain,5.28242374561404
82898,seg_27A,gene_11954,Wild isolate,5.28242374561404
82899,seg_27A,gene_11968,Lab strain,5.28242374561404
82900,seg_27A,gene_11981,Lab strain,5.28242374561404
82901,seg_27A,gene_11994,Lab strain,5.28242374561404
82902,seg_27A,gene_12008,Lab strain,5.28242374561404
82903,seg_27A,gene_12021,Lab strain,5.28242374561404
82904,seg_27A,gene_12034,Lab strain,5.28242374561404
82905,seg_27A,gene_12047,Lab strain,5.28242374561404
82906,seg_27A,gene_12061,Lab strain,5.28242374561404
82907,seg_27A,gene_12074,Lab strain,5.28242374561404
82908,seg_27A,gene_12087,Lab strain,5.28242374561404
82909,seg_27A,gene_12101,Lab strain,5.28242374561404
82910,seg_27A,gene_12114,Lab strain,5.28242374561404
82911,seg_27A,gene_12127,Lab strain,5.28242374561404
82912,seg_27A,gene_12141,Lab strain,5.28242374561404
82913,seg_27A,gene_12154,Lab strain,5.28242374561404
82914,seg_27A,gene_12167,Lab strain,5.28242374561404
82915,seg_27A,gene_12181,Lab strain,5.28242374561404
82916,seg_27A,gene_12194,Lab strain,5.28242374561404
82917,seg_27A,gene_12207,Wild isolate,5.28242374561404
82918,seg_27A,gene_12221,Wild isolate,5.28242374561404
82919,seg_27A,gene_12234,Lab strain,5.28242374561404
82920,seg_27A,gene_12247,Lab strain,5.28242374561404
82921,seg_27A,gene_12261,Lab strain,5.28242374561404
82922,seg_27A,gene_12274,Lab strain,5.28242374561404
82923,seg_27A,gene_12287,Lab strain,5.28242374561404
82924,seg_27A,gene_12301,Lab strain,5.28242374561404
82925,seg_27A,gene_12314,Lab strain,5.28242374561404
82926,seg_27A,gene_12327,Lab strain,5.28242374561404
82927,seg_27A,gene_12341,Lab strain,5.28242374561404
82928,seg_27A,gene_12354,Lab strain,5.28242374561404
82929,seg_27A,gene_12367,Lab strain,5.28242374561404
82930,seg_27A,gene_12381,Lab strain,5.28242374561404
82931,seg_27A,gene_12394,Lab strain,5.28242374561404
82932,seg_27A,gene_12407,Lab strain,5.28242374561404
82933,seg_27A,gene_12421,Lab strain,5.28242374561404
82934,seg_27A,gene_12434,Lab strain,5.28242374561404
82935,seg_27A,gene_12447,Lab strain,5.28242374561404
82936,seg_27A,gene_12461,Lab strain,5.28242374561404
82937,seg_27A,gene_12474,Lab strain,5.28242374561404
82938,seg_27A,gene_12487,Lab strain,5.28242374561404
82939,seg_27A,gene_12501,Lab strain,5.28242374561404
82940,seg_27A,gene_12514,Lab strain,5.28242374561404
82941,seg_27A,gene_12527,Lab strain,5.28242374561404
82942,seg_27A,gene_12541,Wild isolate,5.28242374561404
82943,seg_27A,gene_12554,Wild isolate,5.28242374561404
82944,seg_27A,gene_12567,Wild isolate,5.28242374561404
82945,seg_27A,gene_12581,Wild isolate,5.28242374561404
82946,seg_27A,gene_12594,Wild isolate,5.28242374561404
82947,seg_27A,gene_12607,Wild isolate,5.28242374561404
82948,seg_27A,gene_12621,Wild isolate,5.28242374561404
82949,seg_27A,gene_12634,Wild isolate,5.28242374561404
82950,seg_27A,gene_12647,Wild isolate,5.28242374561404
82951,seg_27A,gene_12661,Wild isolate,5.28242374561404
82952,seg_27A,gene_12674,Wild isolate,5.28242374561404
82953,seg_27A,gene_12687,Wild isolate,5.28242374561404
82954,seg_27A,gene_12700,Wild isolate,5.28242374561404
82955,seg_27A,gene_12714,Wild isolate,5.28242374561404
82956,seg_27A,gene_12727,Wild isolate,5.28242374561404
82957,seg_27A,gene_12740,Wild isolate,5.28242374561404
82958,seg_27A,gene_12754,Wild isolate,5.28242374561404
82959,seg_27A,gene_12767,Wild isolate,5.28242374561404
82960,seg_27A,gene_12780,Wild isolate,5.28242374561404
82961,seg_27A,gene_12794,Wild isolate,5.28242374561404
82962,seg_27A,gene_12807,Wild isolate,5.28242374561404
82963,seg_27A,gene_12820,Wild isolate,5.28242374561404
82964,seg_27A,gene_12834,Wild isolate,5.28242374561404
82965,seg_27A,gene_12847,Wild isolate,5.28242374561404
82966,seg_27A,gene_12860,Wild isolate,5.28242374561404
82967,seg_27A,gene_12874,Wild isolate,5.28242374561404
82968,seg_27A,gene_12887,Wild isolate,5.28242374561404
82969,seg_27A,gene_12900,Wild isolate,5.28242374561404
82970,seg_27A,gene_12914,Wild isolate,5.28242374561404
82971,seg_27A,gene_12927,Wild isolate,5.28242374561404
82972,seg_27A,gene_12940,Wild isolate,5.28242374561404
82973,seg_27A,gene_12954,Lab strain,5.28242374561404
82974,seg_27A,gene_12967,Lab strain,5.28242374561404
82975,seg_27A,gene_12980,Lab strain,5.28242374561404
82976,seg_27A,gene_12994,Lab strain,5.28242374561404
82977,seg_27A,gene_13007,Lab strain,5.28242374561404
82978,seg_27A,gene_13020,Lab strain,5.28242374561404
82979,seg_27A,gene_13034,Lab strain,5.28242374561404
82980,seg_27A,gene_13047,Wild isolate,5.28242374561404
82981,seg_27A,gene_13060,Wild isolate,5.28242374561404
82982,seg_27A,gene_13074,Wild isolate,5.28242374561404
82983,seg_27A,gene_13087,Wild isolate,5.28242374561404
82984,seg_27A,gene_13100,Wild isolate,5.28242374561404
82985,seg_27A,gene_13114,Wild isolate,5.28242374561404
82986,seg_27A,gene_13127,Wild isolate,5.28242374561404
82987,seg_27A,gene_13140,Wild isolate,5.28242374561404
82988,seg_27A,gene_13154,Wild isolate,5.28242374561404
82989,seg_27A,gene_13167,Wild isolate,5.28242374561404
82990,seg_27A,gene_13180,Wild isolate,5.28242374561404
82991,seg_27A,gene_13194,Wild isolate,5.28242374561404
82992,seg_27A,gene_13207,Wild isolate,5.28242374561404
82993,seg_27A,gene_13220,Wild isolate,5.28242374561404
82994,seg_27A,gene_13234,Wild isolate,5.28242374561404
82995,seg_27A,gene_13247,Wild isolate,5.28242374561404
82996,seg_27A,gene_13260,Wild isolate,5.28242374561404
82997,seg_27A,gene_13274,Wild isolate,5.28242374561404
82998,seg_27A,gene_13287,Wild isolate,5.28242374561404
82999,seg_27A,gene_13300,Wild isolate,5.28242374561404
83000,seg_27A,gene_13314,Wild isolate,5.28242374561404
83001,seg_27B,gene_1,Lab strain,5.64819697652642
83002,seg_27B,gene_14,Lab strain,5.64819697652642
83003,seg_27B,gene_27,Lab strain,5.64819697652642
83004,seg_27B,gene_40,Lab strain,5.64819697652642
83005,seg_27B,gene_54,Lab strain,5.64819697652642
83006,seg_27B,gene_67,Wild isolate,5.64819697652642
83007,seg_27B,gene_80,Lab strain,5.64819697652642
83008,seg_27B,gene_94,Lab strain,5.64819697652642
83009,seg_27B,gene_107,Lab strain,5.64819697652642
83010,seg_27B,gene_120,Lab strain,5.64819697652642
83011,seg_27B,gene_134,Lab strain,5.64819697652642
83012,seg_27B,gene_147,Lab strain,5.64819697652642
83013,seg_27B,gene_160,Lab strain,5.64819697652642
83014,seg_27B,gene_174,Lab strain,5.64819697652642
83015,seg_27B,gene_187,Lab strain,5.64819697652642
83016,seg_27B,gene_200,Lab strain,5.64819697652642
83017,seg_27B,gene_214,Wild isolate,5.64819697652642
83018,seg_27B,gene_227,Wild isolate,5.64819697652642
83019,seg_27B,gene_240,Wild isolate,5.64819697652642
83020,seg_27B,gene_254,Wild isolate,5.64819697652642
83021,seg_27B,gene_267,Wild isolate,5.64819697652642
83022,seg_27B,gene_280,Wild isolate,5.64819697652642
83023,seg_27B,gene_294,Wild isolate,5.64819697652642
83024,seg_27B,gene_307,Wild isolate,5.64819697652642
83025,seg_27B,gene_320,Wild isolate,5.64819697652642
83026,seg_27B,gene_334,Wild isolate,5.64819697652642
83027,seg_27B,gene_347,Wild isolate,5.64819697652642
83028,seg_27B,gene_360,Wild isolate,5.64819697652642
83029,seg_27B,gene_374,Lab strain,5.64819697652642
83030,seg_27B,gene_387,Lab strain,5.64819697652642
83031,seg_27B,gene_400,Lab strain,5.64819697652642
83032,seg_27B,gene_414,Lab strain,5.64819697652642
83033,seg_27B,gene_427,Lab strain,5.64819697652642
83034,seg_27B,gene_440,Lab strain,5.64819697652642
83035,seg_27B,gene_454,Lab strain,5.64819697652642
83036,seg_27B,gene_467,Lab strain,5.64819697652642
83037,seg_27B,gene_480,Lab strain,5.64819697652642
83038,seg_27B,gene_494,Lab strain,5.64819697652642
83039,seg_27B,gene_507,Lab strain,5.64819697652642
83040,seg_27B,gene_520,Lab strain,5.64819697652642
83041,seg_27B,gene_534,Lab strain,5.64819697652642
83042,seg_27B,gene_547,Lab strain,5.64819697652642
83043,seg_27B,gene_560,Lab strain,5.64819697652642
83044,seg_27B,gene_574,Lab strain,5.64819697652642
83045,seg_27B,gene_587,Lab strain,5.64819697652642
83046,seg_27B,gene_600,Lab strain,5.64819697652642
83047,seg_27B,gene_614,Lab strain,5.64819697652642
83048,seg_27B,gene_627,Lab strain,5.64819697652642
83049,seg_27B,gene_640,Wild isolate,5.64819697652642
83050,seg_27B,gene_653,Wild isolate,5.64819697652642
83051,seg_27B,gene_667,Wild isolate,5.64819697652642
83052,seg_27B,gene_680,Wild isolate,5.64819697652642
83053,seg_27B,gene_693,Wild isolate,5.64819697652642
83054,seg_27B,gene_707,Wild isolate,5.64819697652642
83055,seg_27B,gene_720,Wild isolate,5.64819697652642
83056,seg_27B,gene_733,Wild isolate,5.64819697652642
83057,seg_27B,gene_747,Wild isolate,5.64819697652642
83058,seg_27B,gene_760,Wild isolate,5.64819697652642
83059,seg_27B,gene_773,Wild isolate,5.64819697652642
83060,seg_27B,gene_787,Wild isolate,5.64819697652642
83061,seg_27B,gene_800,Wild isolate,5.64819697652642
83062,seg_27B,gene_813,Wild isolate,5.64819697652642
83063,seg_27B,gene_827,Wild isolate,5.64819697652642
83064,seg_27B,gene_840,Wild isolate,5.64819697652642
83065,seg_27B,gene_853,Wild isolate,5.64819697652642
83066,seg_27B,gene_867,Wild isolate,5.64819697652642
83067,seg_27B,gene_880,Wild isolate,5.64819697652642
83068,seg_27B,gene_893,Wild isolate,5.64819697652642
83069,seg_27B,gene_907,Wild isolate,5.64819697652642
83070,seg_27B,gene_920,Wild isolate,5.64819697652642
83071,seg_27B,gene_933,Wild isolate,5.64819697652642
83072,seg_27B,gene_947,Wild isolate,5.64819697652642
83073,seg_27B,gene_960,Wild isolate,5.64819697652642
83074,seg_27B,gene_973,Wild isolate,5.64819697652642
83075,seg_27B,gene_987,Wild isolate,5.64819697652642
83076,seg_27B,gene_1000,Wild isolate,5.64819697652642
83077,seg_27B,gene_1013,Wild isolate,5.64819697652642
83078,seg_27B,gene_1027,Wild isolate,5.64819697652642
83079,seg_27B,gene_1040,Wild isolate,5.64819697652642
83080,seg_27B,gene_1053,Wild isolate,5.64819697652642
83081,seg_27B,gene_1067,Lab strain,5.64819697652642
83082,seg_27B,gene_1080,Lab strain,5.64819697652642
83083,seg_27B,gene_1093,Lab strain,5.64819697652642
83084,seg_27B,gene_1107,Lab strain,5.64819697652642
83085,seg_27B,gene_1120,Lab strain,5.64819697652642
83086,seg_27B,gene_1133,Lab strain,5.64819697652642
83087,seg_27B,gene_1147,Wild isolate,5.64819697652642
83088,seg_27B,gene_1160,Wild isolate,5.64819697652642
83089,seg_27B,gene_1173,Wild isolate,5.64819697652642
83090,seg_27B,gene_1187,Wild isolate,5.64819697652642
83091,seg_27B,gene_1200,Wild isolate,5.64819697652642
83092,seg_27B,gene_1213,Wild isolate,5.64819697652642
